feature	CTRL_SNG-101_CD14 Mono	CTRL_SNG-101_CD4 Naive T	CTRL_SNG-101_CD4 Memory T	CTRL_SNG-101_CD16 Mono	CTRL_SNG-101_B	CTRL_SNG-101_CD8 T	CTRL_SNG-101_T activated	CTRL_SNG-101_NK	CTRL_SNG-101_DC	CTRL_SNG-101_B Activated	CTRL_SNG-101_Mk	CTRL_SNG-101_pDC	CTRL_SNG-101_Eryth	CTRL_SNG-1015_CD14 Mono	CTRL_SNG-1015_CD4 Naive T	CTRL_SNG-1015_CD4 Memory T	CTRL_SNG-1015_CD16 Mono	CTRL_SNG-1015_B	CTRL_SNG-1015_CD8 T	CTRL_SNG-1015_T activated	CTRL_SNG-1015_NK	CTRL_SNG-1015_DC	CTRL_SNG-1015_B Activated	CTRL_SNG-1015_Mk	CTRL_SNG-1015_pDC	CTRL_SNG-1015_Eryth	CTRL_SNG-1016_CD14 Mono	CTRL_SNG-1016_CD4 Naive T	CTRL_SNG-1016_CD4 Memory T	CTRL_SNG-1016_CD16 Mono	CTRL_SNG-1016_B	CTRL_SNG-1016_CD8 T	CTRL_SNG-1016_T activated	CTRL_SNG-1016_NK	CTRL_SNG-1016_DC	CTRL_SNG-1016_B Activated	CTRL_SNG-1016_Mk	CTRL_SNG-1016_pDC	CTRL_SNG-1016_Eryth	CTRL_SNG-1039_CD14 Mono	CTRL_SNG-1039_CD4 Naive T	CTRL_SNG-1039_CD4 Memory T	CTRL_SNG-1039_CD16 Mono	CTRL_SNG-1039_B	CTRL_SNG-1039_CD8 T	CTRL_SNG-1039_T activated	CTRL_SNG-1039_NK	CTRL_SNG-1039_DC	CTRL_SNG-1039_B Activated	CTRL_SNG-1039_Mk	CTRL_SNG-1039_pDC	CTRL_SNG-107_CD14 Mono	CTRL_SNG-107_CD4 Naive T	CTRL_SNG-107_CD4 Memory T	CTRL_SNG-107_CD16 Mono	CTRL_SNG-107_B	CTRL_SNG-107_CD8 T	CTRL_SNG-107_T activated	CTRL_SNG-107_NK	CTRL_SNG-107_DC	CTRL_SNG-107_B Activated	CTRL_SNG-107_Mk	CTRL_SNG-107_pDC	CTRL_SNG-107_Eryth	CTRL_SNG-1244_CD14 Mono	CTRL_SNG-1244_CD4 Naive T	CTRL_SNG-1244_CD4 Memory T	CTRL_SNG-1244_CD16 Mono	CTRL_SNG-1244_B	CTRL_SNG-1244_CD8 T	CTRL_SNG-1244_T activated	CTRL_SNG-1244_NK	CTRL_SNG-1244_DC	CTRL_SNG-1244_B Activated	CTRL_SNG-1244_Mk	CTRL_SNG-1244_pDC	CTRL_SNG-1244_Eryth	CTRL_SNG-1256_CD14 Mono	CTRL_SNG-1256_CD4 Naive T	CTRL_SNG-1256_CD4 Memory T	CTRL_SNG-1256_CD16 Mono	CTRL_SNG-1256_B	CTRL_SNG-1256_CD8 T	CTRL_SNG-1256_T activated	CTRL_SNG-1256_NK	CTRL_SNG-1256_DC	CTRL_SNG-1256_B Activated	CTRL_SNG-1256_Mk	CTRL_SNG-1256_pDC	CTRL_SNG-1256_Eryth	CTRL_SNG-1488_CD14 Mono	CTRL_SNG-1488_CD4 Naive T	CTRL_SNG-1488_CD4 Memory T	CTRL_SNG-1488_CD16 Mono	CTRL_SNG-1488_B	CTRL_SNG-1488_CD8 T	CTRL_SNG-1488_T activated	CTRL_SNG-1488_NK	CTRL_SNG-1488_DC	CTRL_SNG-1488_B Activated	CTRL_SNG-1488_Mk	CTRL_SNG-1488_pDC	CTRL_SNG-1488_Eryth	STIM_SNG-101_CD14 Mono	STIM_SNG-101_CD4 Naive T	STIM_SNG-101_CD4 Memory T	STIM_SNG-101_CD16 Mono	STIM_SNG-101_B	STIM_SNG-101_CD8 T	STIM_SNG-101_T activated	STIM_SNG-101_NK	STIM_SNG-101_DC	STIM_SNG-101_B Activated	STIM_SNG-101_Mk	STIM_SNG-101_pDC	STIM_SNG-101_Eryth	STIM_SNG-1015_CD14 Mono	STIM_SNG-1015_CD4 Naive T	STIM_SNG-1015_CD4 Memory T	STIM_SNG-1015_CD16 Mono	STIM_SNG-1015_B	STIM_SNG-1015_CD8 T	STIM_SNG-1015_T activated	STIM_SNG-1015_NK	STIM_SNG-1015_DC	STIM_SNG-1015_B Activated	STIM_SNG-1015_Mk	STIM_SNG-1015_pDC	STIM_SNG-1015_Eryth	STIM_SNG-1016_CD14 Mono	STIM_SNG-1016_CD4 Naive T	STIM_SNG-1016_CD4 Memory T	STIM_SNG-1016_CD16 Mono	STIM_SNG-1016_B	STIM_SNG-1016_CD8 T	STIM_SNG-1016_T activated	STIM_SNG-1016_NK	STIM_SNG-1016_DC	STIM_SNG-1016_B Activated	STIM_SNG-1016_Mk	STIM_SNG-1016_pDC	STIM_SNG-1016_Eryth	STIM_SNG-1039_CD14 Mono	STIM_SNG-1039_CD4 Naive T	STIM_SNG-1039_CD4 Memory T	STIM_SNG-1039_CD16 Mono	STIM_SNG-1039_B	STIM_SNG-1039_CD8 T	STIM_SNG-1039_T activated	STIM_SNG-1039_NK	STIM_SNG-1039_DC	STIM_SNG-1039_B Activated	STIM_SNG-1039_Mk	STIM_SNG-1039_pDC	STIM_SNG-1039_Eryth	STIM_SNG-107_CD14 Mono	STIM_SNG-107_CD4 Naive T	STIM_SNG-107_CD4 Memory T	STIM_SNG-107_CD16 Mono	STIM_SNG-107_B	STIM_SNG-107_CD8 T	STIM_SNG-107_T activated	STIM_SNG-107_NK	STIM_SNG-107_DC	STIM_SNG-107_B Activated	STIM_SNG-107_Mk	STIM_SNG-107_pDC	STIM_SNG-1244_CD14 Mono	STIM_SNG-1244_CD4 Naive T	STIM_SNG-1244_CD4 Memory T	STIM_SNG-1244_CD16 Mono	STIM_SNG-1244_B	STIM_SNG-1244_CD8 T	STIM_SNG-1244_T activated	STIM_SNG-1244_NK	STIM_SNG-1244_DC	STIM_SNG-1244_B Activated	STIM_SNG-1244_Mk	STIM_SNG-1244_pDC	STIM_SNG-1244_Eryth	STIM_SNG-1256_CD14 Mono	STIM_SNG-1256_CD4 Naive T	STIM_SNG-1256_CD4 Memory T	STIM_SNG-1256_CD16 Mono	STIM_SNG-1256_B	STIM_SNG-1256_CD8 T	STIM_SNG-1256_T activated	STIM_SNG-1256_NK	STIM_SNG-1256_DC	STIM_SNG-1256_B Activated	STIM_SNG-1256_Mk	STIM_SNG-1256_pDC	STIM_SNG-1256_Eryth	STIM_SNG-1488_CD14 Mono	STIM_SNG-1488_CD4 Naive T	STIM_SNG-1488_CD4 Memory T	STIM_SNG-1488_CD16 Mono	STIM_SNG-1488_B	STIM_SNG-1488_CD8 T	STIM_SNG-1488_T activated	STIM_SNG-1488_NK	STIM_SNG-1488_DC	STIM_SNG-1488_B Activated	STIM_SNG-1488_Mk	STIM_SNG-1488_pDC	STIM_SNG-1488_Eryth
ZNF385A	13	0	0	5	0	0	0	0	3	0	1	0	0	47	0	0	17	1	0	0	0	5	0	4	0	1	35	1	0	8	0	0	0	0	4	0	2	0	0	9	0	0	0	0	0	0	0	1	0	0	0	13	0	0	1	0	0	0	0	1	0	0	0	0	32	0	0	2	0	0	0	0	6	0	0	0	0	18	0	0	3	0	0	0	0	2	0	0	0	0	9	0	0	6	0	0	0	0	8	0	0	0	0	32	0	0	9	0	0	0	0	1	0	1	0	0	47	0	0	21	0	0	0	0	5	0	0	0	1	48	0	0	12	0	0	0	0	3	0	1	0	0	13	0	1	6	0	0	0	0	1	0	0	0	0	23	0	0	3	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	3	0	0	1	0	37	0	0	6	0	0	0	0	1	0	0	0	0	20	0	1	11	0	0	0	0	4	0	1	1	0
ITGA5	23	0	3	3	0	0	1	0	4	0	0	0	0	33	0	4	4	0	0	3	4	1	0	2	0	0	28	1	0	0	0	4	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	21	0	2	0	0	0	0	0	2	0	0	1	0	34	3	4	5	0	0	2	2	6	0	0	0	0	31	4	0	0	0	0	1	4	3	0	0	1	0	13	2	2	1	1	0	0	1	3	0	1	0	1	21	1	2	3	0	2	2	0	4	0	1	0	0	16	0	3	2	0	1	0	3	3	0	1	0	0	9	1	0	3	0	0	0	1	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	16	4	1	0	0	0	2	1	2	0	0	0	0	16	2	6	2	0	2	0	3	0	0	0	0	0	7	3	2	0	0	2	2	0	1	0	0	0	0
GTSF1	0	1	0	1	0	0	0	0	0	0	0	0	0	6	1	6	1	0	6	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	2	1	1	1	2	0	0	1	0	0	2	1	2	0	0	1	0	2	1	0	0	0	0	1	4	2	2	4	1	0	0	0	0	1	1	0	3	2	1	0	1	0	0	1	0	1	0	0	0	0	0	5	0	3	0	2	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	2	0	1	2	2	0	0	0	0	1	0	0	0	0	0	1	2	1	0	2	0	1	2	0	1	1	1	0
NCKAP1L	24	0	1	16	1	1	0	1	5	0	2	0	1	70	1	13	27	10	2	1	3	4	1	0	1	2	26	2	3	19	5	12	0	0	7	2	0	1	1	7	3	5	10	2	2	0	0	1	0	1	0	33	0	3	6	2	1	0	0	0	0	0	0	0	32	3	6	5	0	3	1	1	7	1	0	1	0	33	9	5	13	8	5	0	5	7	1	1	1	0	23	8	10	15	2	2	2	2	7	0	1	0	1	12	1	3	6	6	2	0	1	4	0	2	0	0	14	0	4	15	9	7	0	6	0	0	0	3	0	13	0	1	12	5	6	0	1	1	0	0	2	0	8	1	0	5	2	0	0	0	4	0	0	3	0	7	0	1	1	1	0	0	0	0	0	0	0	5	9	5	0	1	0	0	2	1	0	0	0	0	13	15	4	4	3	7	0	1	2	1	1	2	0	8	14	4	7	6	3	2	1	2	2	1	2	0
PDE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TESPA1	0	0	4	0	0	1	3	0	2	0	0	0	1	4	10	25	2	2	2	13	2	1	0	0	3	0	2	4	4	0	1	2	4	0	0	0	0	1	1	0	2	4	0	0	0	1	0	0	0	0	0	3	3	4	0	0	1	0	0	0	0	1	0	0	5	24	14	0	1	0	7	1	2	0	2	0	0	2	36	18	0	4	0	13	4	0	1	3	1	0	4	16	10	0	1	2	8	0	0	0	4	1	0	1	13	7	3	2	3	4	0	2	0	0	1	0	5	19	28	1	4	1	7	3	1	0	8	0	0	0	14	6	1	1	8	5	0	0	0	0	3	0	2	8	12	0	0	0	4	0	0	0	1	0	0	0	2	3	1	1	0	1	0	1	0	0	0	3	50	10	0	1	0	2	2	1	0	2	1	0	4	62	15	2	5	1	5	3	1	0	7	2	0	1	76	29	0	5	1	8	1	4	2	3	0	0
METTL7B	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S1	128	0	16	68	5	3	3	1	10	2	3	3	1	412	9	35	130	26	18	7	23	27	15	16	11	0	143	9	10	57	10	21	4	7	9	2	1	0	2	45	5	9	20	4	1	3	3	8	0	0	1	94	4	13	24	2	1	0	4	11	0	4	0	0	152	41	22	39	7	10	0	6	33	2	7	2	0	167	45	25	43	19	14	12	12	17	6	5	7	0	93	37	32	53	14	4	5	10	28	5	4	7	0	200	5	20	93	13	3	4	6	29	3	4	5	1	438	14	29	136	39	22	2	31	18	10	7	1	3	205	8	10	63	7	38	4	7	11	0	3	1	0	83	9	16	21	1	4	3	1	11	1	0	10	2	104	2	8	12	4	3	2	3	24	0	1	1	168	54	14	14	7	7	5	11	33	3	4	2	0	257	49	20	58	17	7	4	10	20	7	3	13	4	145	66	25	63	30	13	9	18	25	8	5	9	0
RDH5	2	0	0	2	1	1	0	0	0	0	0	0	0	2	1	0	2	3	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	1	0	0	0	0	0	0	0	3	4	0	1	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	2	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	1	0	0	0	0	0	0	1	4	2	0	0	0	0	1	1	0	0	0	0	0	3	1	2	0	0	0	0	0	0	1	0	0
CD63	2152	1	16	258	25	13	2	28	240	11	17	7	2	5815	9	57	753	45	45	6	146	344	32	157	27	6	2297	8	10	196	18	46	0	22	185	10	13	10	8	1023	1	13	109	10	7	2	24	107	1	9	5	1772	2	18	128	6	0	0	17	135	4	21	10	5	3320	26	27	197	24	22	1	65	661	26	60	27	8	3213	25	15	209	32	18	6	91	372	11	19	27	22	1493	11	32	155	39	13	2	38	335	20	21	34	6	2569	0	17	339	37	13	1	24	325	13	31	15	0	4553	5	31	749	48	50	6	125	278	41	37	10	28	1948	7	6	177	16	54	1	14	139	14	2	8	8	1249	4	23	128	19	10	2	13	49	2	20	28	0	1433	0	16	53	12	1	4	27	148	10	1	2	2121	28	24	94	20	21	7	44	396	13	21	10	0	2849	23	14	274	23	19	0	52	233	17	16	18	13	1876	35	31	206	46	5	9	40	323	35	39	40	0
RP11-644F5.11	1	0	0	1	0	0	0	0	1	0	0	0	0	7	1	0	4	0	1	0	1	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	6	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GDF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARNP	7	1	2	4	0	3	3	1	3	0	0	1	0	37	3	7	5	6	1	11	5	5	2	0	2	0	21	0	0	3	0	4	6	0	2	0	0	0	0	9	0	5	0	0	0	1	0	2	0	0	0	4	1	2	0	0	0	2	0	1	0	0	0	0	12	16	5	4	2	1	6	0	3	1	0	2	0	13	8	4	1	3	5	10	3	2	2	0	0	1	11	5	7	1	3	0	4	2	6	0	0	0	0	8	0	2	2	1	2	3	1	2	1	1	2	0	20	2	6	6	1	6	2	4	1	0	0	1	0	7	3	2	6	1	5	2	2	1	0	0	0	1	3	0	3	1	0	2	2	0	0	1	0	0	0	4	1	2	0	1	0	3	1	0	0	0	0	5	7	4	0	0	4	6	3	1	0	0	0	0	10	10	3	3	0	1	7	0	1	0	2	1	0	10	6	4	5	1	1	9	1	2	3	0	0	0
ORMDL2	59	1	13	24	3	5	5	4	14	5	0	1	0	203	9	26	49	15	9	5	9	18	12	6	7	0	83	2	7	29	5	13	5	4	9	1	0	0	1	31	2	6	5	0	0	2	0	3	2	0	1	58	2	5	8	1	0	0	2	7	2	0	1	0	130	27	19	16	1	6	2	3	32	8	6	0	1	111	39	17	23	8	5	4	8	27	5	1	3	1	44	17	22	18	3	7	5	5	24	6	2	3	2	80	3	22	24	5	14	3	3	21	7	0	6	0	141	10	14	35	23	13	4	14	19	15	3	1	1	55	4	6	22	5	20	1	3	5	3	0	4	1	41	8	11	11	8	6	3	2	2	2	2	11	1	36	1	7	5	6	2	2	4	9	3	0	0	56	57	16	4	6	6	3	6	21	2	3	2	0	90	44	13	27	14	4	6	6	11	4	3	5	1	74	56	20	29	10	2	5	3	23	16	8	6	0
DNAJC14	2	1	0	1	1	1	1	0	0	1	0	0	0	9	1	4	1	2	0	1	2	0	1	0	2	0	4	1	0	3	1	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	5	2	3	0	1	3	0	1	1	0	0	0	0	7	8	2	2	4	1	1	1	0	0	0	0	0	1	3	1	1	0	0	0	2	3	1	0	1	0	5	1	0	2	2	0	1	1	2	0	1	1	0	10	0	4	0	0	1	2	2	0	1	0	0	0	1	0	0	4	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	2	6	0	0	2	0	0	1	0	0	0	0	0	5	3	3	0	3	1	1	1	0	1	0	0	0	6	10	2	5	0	0	2	3	1	0	1	3	1
MMP19	11	0	0	0	0	0	1	0	1	0	0	0	0	92	0	0	1	0	0	0	0	0	0	2	0	0	45	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	1	0	57	0	0	0	0	0	0	0	1	0	2	0	0	52	0	0	0	0	0	0	0	6	0	1	0	0	52	0	1	1	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	13	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
WIBG	20	2	2	11	1	0	1	1	4	1	0	0	0	34	4	7	7	4	6	1	2	3	2	1	0	0	22	4	3	3	0	1	1	1	1	1	0	0	0	14	1	2	2	2	1	1	1	0	0	0	1	9	1	3	2	3	0	2	0	1	0	0	1	0	23	15	6	1	1	2	2	4	4	2	3	0	0	15	30	8	3	3	1	5	3	4	2	1	0	1	10	11	9	3	3	1	2	0	0	6	1	1	0	14	0	2	3	1	0	2	0	4	0	0	5	0	9	10	4	2	1	6	2	2	2	1	3	0	1	11	3	1	3	1	4	3	2	0	1	0	0	0	2	5	0	0	2	2	4	1	0	0	1	1	0	8	2	2	1	2	0	0	0	0	0	1	0	3	16	7	1	0	0	2	4	2	0	1	0	0	19	26	7	4	8	2	2	3	2	0	1	1	1	10	22	11	2	4	2	4	0	1	1	4	6	2
DGKA	2	0	0	0	0	1	0	0	1	0	0	0	0	11	1	7	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	6	8	3	0	0	0	0	0	3	0	0	0	0	3	7	1	0	0	3	0	0	1	0	1	0	0	1	3	2	1	1	2	1	0	0	0	0	0	0	2	0	2	0	0	1	0	1	2	0	0	0	0	1	2	2	0	1	0	1	1	1	0	1	0	0	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	2	9	1	1	1	1	0	0	0	0	0	0	0	1	7	5	1	1	1	2	0	0	0	0	0	0
CDK2	1	0	0	0	0	0	0	1	0	0	0	0	0	5	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	5	0	0	0	1	0	0	0	3	0	0	0	0	12	0	0	3	3	1	0	1	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	5	1	1	1	0	0	1	0	1	0	0	0	0	3	1	0	0	2	0	0	0	1	0	0	0	0
RAB5B	8	0	1	3	2	1	0	0	1	0	0	0	0	26	3	5	7	3	2	1	3	3	1	2	1	0	15	0	2	3	3	1	0	1	3	0	0	1	0	4	0	2	0	1	1	1	1	3	0	2	0	15	1	0	3	1	0	0	0	1	0	0	0	1	17	5	2	2	1	2	0	0	3	0	3	0	0	23	5	3	1	1	2	2	1	3	1	1	0	0	11	2	10	5	0	1	2	1	6	0	1	0	0	18	0	1	6	2	1	0	1	3	0	0	0	0	24	1	2	6	4	2	1	4	1	0	0	2	0	12	0	2	0	0	1	0	0	1	0	0	0	1	5	1	1	3	1	1	1	0	3	0	0	0	1	9	0	2	0	0	0	0	1	1	2	0	0	11	9	1	1	1	0	0	1	0	0	2	0	0	15	5	3	3	1	3	0	1	1	0	0	2	0	11	5	2	0	3	1	0	2	2	0	0	1	0
SUOX	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RPS26	108	4	35	29	23	15	20	5	34	9	4	2	1	349	32	100	85	46	40	44	33	35	63	15	17	0	125	34	15	46	14	36	46	9	11	11	2	2	3	47	21	28	5	1	5	10	5	8	5	5	1	98	10	25	8	5	2	4	6	18	6	2	4	0	474	707	373	64	70	118	49	79	193	84	56	16	3	316	564	157	41	94	71	108	54	61	61	16	13	6	105	76	69	21	21	16	35	10	33	37	5	18	4	79	14	31	25	27	31	18	12	21	11	4	12	0	123	40	85	55	49	55	24	31	23	58	9	4	2	61	33	14	29	8	60	49	9	12	13	5	4	1	42	45	28	9	13	12	21	6	5	10	4	10	2	38	7	18	7	6	3	6	6	8	17	1	0	144	989	308	16	80	91	74	55	43	49	33	22	6	134	528	158	55	98	77	67	47	27	55	23	41	5	61	167	69	19	40	26	53	12	28	46	11	28	0
ERBB3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA2G4	26	3	15	7	10	9	8	2	5	6	0	1	0	70	24	44	16	30	18	9	16	14	69	6	6	0	34	17	11	14	5	21	10	7	6	9	2	1	0	17	8	12	5	4	8	2	3	2	4	2	6	23	2	13	0	1	2	4	1	4	8	1	0	0	40	61	27	9	9	15	6	13	14	33	1	3	3	64	76	27	18	10	10	18	9	15	29	5	9	5	22	46	28	7	15	5	13	7	14	28	3	8	3	10	7	16	6	8	12	5	6	2	8	1	4	0	23	20	28	6	27	17	14	21	4	39	4	0	4	6	20	4	6	12	29	7	2	0	5	0	1	0	8	10	12	0	5	5	5	0	0	4	2	7	0	4	2	8	1	1	0	5	2	2	14	0	1	8	97	19	0	4	7	7	6	2	15	3	0	0	11	82	23	7	16	8	8	7	4	10	2	5	2	6	90	34	6	21	8	18	3	2	38	3	6	0
